guid	midas	entity.label	text
939f30144dcbbe828c69268108fba7b617df9d2f	open_question_factual		A blessing to who?
6a740abd82e2921b1bdcda956a282657e14b9f79	statement		All done
400120480a7e134fca14a143de88a430eb67ce70	neg_answer		no I didnt.
9f13c16cf220e8b11c3c784d79a39cf89b2af269	statement		yeah it was.
f80bf8cf9707a4de11485a2e3f94a7f777828054	opinion		ya I wanted to see if they really were that bad.
accbda5df4a5b1a1be0d80ece7184f02d5140ee4	statement		I knew it quite recently.
0b26c6245d53ccddb4d523616f50b97b2ff3d444	neg_answer		Not sure of any cases where it has happened.
4785b2fa6b992281e97b8f3e11a6b31bf8683056	opinion		Oh wow yea he's getting up there.
77588d335dad10170e833e7298a2154e440601a9	neg_answer		I do not collect.
f0bc89772fc2b9c4c4dde0c359b6de0944e48769	opinion		I think they did.
01409e30d16f589da4ce5ba0e34d4e3b1019787f	opinion		I'm with you on that at least.
6d4faaab85414055d481250bfe6787eba60bafd8	statement		Uh.
3bfa1d9ac28d6478ef96dcc24fa88edbfa24a6a5	opinion		Probably very similar.
7958ddbd37c8792548eb6a65fb11b8dd47d8e761	yes_no_question		Can he?
bb3d04c99d4d377ff49f5d2a0aca6816afb78216	statement		I never knew about it until recently.
d68021fb005e55e2d88e03203055bdfa01e41025	opinion		Probably both.
f512787ea412636c9c0e06d2cf77bd5d612f7c65	pos_answer		oh yeah.
3f19900b42ad7dbe63fe2a9b1c2faae7b0d6600c	appreciation		that sounds great!
9d31db58676716cc6f7d6d7b542f92d8fb6cb031	opinion		he was just amazing overall.
47c54f0d90049041b5d4d766848793e31a675b0f	statement		he did for sure.
a6d71f58509bd6b1c272c93c1a4cd059fdee3fc1	opinion		yeah me either.
c18b01a01d62afaf2abc672a3055b77f97b24b87	opinion		I guess he didn't have tv to distract him either.
a8c0176ec57e91ab168d5fb7f7e7defde65bb88a	opinion		Oddly.
32ac530c2622073f4044d26d0d3233401e5890e2	comment		Nice fact.
76c38b20465f2970402ebed65b672926be9cf729	opinion		I do like them I follow them closely.
2cb1ec3a41dd85c942d3f32f5121cf42ea5637c7	neg_answer		I dont think it is.
91dda120de7bcc4513ce95c04f0f02c43193fb00	statement		Sure I watch them almost every year.
3a7a0b07805f61580133d009d775eb40edd4fbd6	opinion		You're right he did a really good job.
f65f4c4bb903aec6a098d27c162d06cbc3d9db75	opinion		Yeah I wish that too.
d2bf3b370d018a13c33582e80bbc271fcfb5ff7a	statement		I'll look it up later for sure!
95c5d9a1cd7e8d5c9b7615ff29e9ee3392964f02	opinion		It is a really great resource for a lot of topics.
7d73ba4cb808a5515c0980187263a66135f9c08e	opinion		oh definitely.
760e8985cf8afda9804cc4c27db346881c35e93e	opinion		A definite benefit to everyone is the ease and availability with which one can learn a lot about various topics online.
c707a2477e3454246da41d6ad99765d63d96bc2f	pos_answer		oh ya definitely.
58610d32a10affc0215926b3c747007d62e1f854	comment		ah thats a good point.
b93011c9ce65e7498ccfb00e8ccf0da499b76257	opinion		It would be interesting to find out.
82a750cf8c530658bbd6b2b189e170fa8e3f5e4d	opinion		Haha good point!
786d41cbd59bb59ec6138564c3492b649f0fce22	opinion		It would be hard running the floor with those in there... Just kidding!
41c72a894e6a59ca71a2c45c71f8e979f83fde0f	opinion		I remember when that first happened.
c739e48898ea9b432e75aecdbf082b7bd0f327ae	opinion		I'm sure it is super low and depressing.
1a92f0917204d29ed9acba410a70c560ed1371e5	comment		That is very surprising to me!
8147e443a6da2b81076988b07dd81f423fb4bf6f	opinion		Maybe it was!
c23eb43fdb2ca3f5a9427bf95f82cbea942b014d	statement		Through their text they left behind.
6ef9a5ae9d748784897bbcb19cd90cb0b462d15b	opinion		I wouldn't doubt that!
253403556e63ec82991d93eaed7812704d12e2dd	opinion		You really should.
676ba77a9be7c1fc840320429958e4b307d8f42e	statement		Haha yes I could see that.
92055f33d33d56e2cd9d70ef8fdd75355dffa0cf	pos_answer		Yes I believe it.
86a2a9a9b82bde6ee87ff184f3ae31c75fda2a4b	complaint		Honestly.
6fdd3cf1e74e377e896fbc5f751069dd6ce89d28	opinion		I wonder who plays there.
d0d8a7ed7e2265fb830bbdb7c6c920c469d97125	opinion		It does seem silly since its one of the most amazing moves in the game.
c44c70dc1896436e2097166cad9e0d7d5810fbf8	opinion		haha ya that wouldn't fly here.
b349892d973483f37402da64fa1bf334910cbe3d	opinion		ya it must be.
216ea67789bc87cb2f4db2ace0fe9e7cd8758274	pos_answer		oh ya.
97752357b99b0c541211894989d03dab436fc5d6	opinion		I was surprised that it was that many.
deef36760208259bc09612ee3e8c6fb2d005cad9	opinion		I think they would be ok.
1c56dfa2f0b755f13761409da1381198781f0f25	opinion		I think they could figure it out.
2700f1e26f8167419a059d9dec74d1a152aaa591	opinion		I doubt he did!
835f53e4d60d5cbc136acd6be1dbed30ed39819a	statement		I have never heard that one.
d8e6d11d050a180d5aa1d28e19bd7aac0fb0e10c	opinion		Wow I didn't know that.
d30abc225d06703cd53598eec9d17310d1467cef	statement		i did not know that.
f00fc28c73a5b78aa28a39c2a31a16a62bcb5483	statement		We dropped 3 off.
e770ea0fc133e2ca4b94e20679d0e38024d2ee4c	open_question_opinion		I have my thoughts on why they did that but what do you think?
4821fa830805ba1a66971fab8595505397b77a53	statement		I learned too that he used to be able to contort his face to disguise himself as other people.
1cc30ab7d176a52d560d9bb4bce38063f78e8de6	opinion		I bet they could drive just about anything through there.
b80c2b9a985cd329acc8fabea9b027c99b78ae13	pos_answer		Most likely not.
e34166e9bc8adb1c79530c9f64eb6da23f2dba57	statement		I have not seen it.
8b05781a5a6b5096b487c76ee8a62e70bd5f9692	statement		I mean...
557eec8389584ac00653558b2c88fd8d68a194ff	opinion		ya I wonder how that all is going to go down.
f2389fd45e11b28b6c5fdcd9a4740817597c2584	opinion		ah you're right.
68a53e7b8bdb1d095eacaed83b75eff822f5ccbf	opinion		haha I mean I can definitely see him being annoying.
bca0b37c97746032dfc2fc62900064718ddf6fa2	opinion		I think that it comes out this year?
1bd14d899d8ec72348516cf8f93b1d2d6b794663	statement		Kinda.
8cfa5919eed2f74d0c1ca9217d1a6e355c60bd28	opinion		I think he still does.
c151bc6d9b6fefb81cce4565ec1984fbabcd8efa	statement		Yeah they have a lot of good stuff on there.
0615a45e1e7388159c02855d5b52995ee7622efa	statement		Yeah they did try and do it themselves.
9649d5cd76f66598962ea9f4935b5bcbdf71c617	opinion		Yeah they are all pretty great though.
ab1f741514b26d87ba0260e73c58867d81ca1c04	statement		I have a bunch of favorites!
33f52d53d7f88408f159dd5e446d670ef652be37	opinion		I think they still do.
69e9a7be9c41abca03c535cacce604ba7e351bae	opinion		I hope to see it too.
734bf2efb50d605842b20530a387f7dad078be90	statement		ya for sure.
92ad3761f97d6d978bfdd51fd0f5484be250beea	opinion		right I agree.
addb71c97cfd742252e42b3a7e3eaa8487b82256	opinion		ya that makes sense they'd have that.
6cf3671098cc99dd9dc6d30a3312497074e45a85	yes_no_question		did you like it?
3c78321f975f17ee76677d67523a03a908ee41e8	neg_answer		No I have not yet.
20da616f4133c57708684bef251bd868c8a5bc84	statement		They lost 6-3.
62b52ba45cc450923dfdbf5f2095e248fda73ab8	open_question_factual		How good was it?
cc977ec792fc3ec2c07e55c069f7d6854aedcbf2	statement		Yeah pretty much.
bb369d394dc5d16646492da61df6797db5db4161	neg_answer		Well not really.
bfe4d8ee469f767c214440edccf1971c253332c1	opinion		He's awesome!
26c6a4ab409c7e790391b92714b8a550b05ab69c	opinion		I know a little ... but not that much...
42c2eca85c988a74669bdddedcfd7b54e8eedad7	pos_answer		lol yes!
02bfcf055d82acffd793abd0e01c1c861f172235	opinion		I kind of get that vibe from her at the beginning.
19489765839d4d030651f5e4b2afcf3831b4ceaf	opinion		I wouldn't want to work in there.
72de25f82c7e5f2ef03f7032db4a72b4f0f7756d	statement		I have as well.
1296924cb767a29cdba00ad500b6f78e6e65b461	opinion		I'm sure a majority of it!
90dee28275289cb0c4e64dba8d7f2ba29e9e12f2	opinion		They do so much now.
a2f90f09653ea5a16bee0d68696e029808635443	neg_answer		I've never heard of that.
b3c572d8205bea4e4a60f2dc32e0512a4cd8eb3a	opinion		Interesting I'll have to look into it!
c9cef23f743a1c6ac65c1e185887c77b4a873a29	opinion		ya it could be.
e233c947f9ae416a77d74f0c0a1d2096831ed62c	statement		Like you say.
c17737468fae06ad251c2b19f2f75781651667c8	opinion		I would recommend it.
9991aaf2e5f6fb2cc2b9988c4356970551ab9c78	statement		I have seen it!
90966657925dcb383805a8374a89560e291ae60d	opinion		Good publicity!
3937ef5e9c9506ff061fd4d0994ff26a9b8e8dd0	statement		I do read.
34e3ce1581259f3ed998a0df27a1e84e42760a0c	opinion		I think I remember it better now.
7098f4fb5324fa022bea886f551462293a0a205d	opinion		I'm thinking about it because it's just so toxic now.
63886efbe812eaf494a79ef501414ccb8d00de80	neg_answer		No. why?
e666825469aa3c5f90bf6666a10ff8df9f193d16	statement		I was wondering the same thing.
2dabc6ce993254cbffe01ae9401c1fbb0b2400ac	comment		that is amazing but it is a great movie so good job all around
4d61ec989a98a5e14a1e1c43c27049fc9698f686	statement		he sure is.
5d70040e94cc3eecaa8d36fde95fffa9c0d3da54	statement		Yeah they say it's suppose to run for 10.000 years.
868f26336abe725aa311a3c6b56a566e3c39cb28	statement		Yeah they purcahsed it back in 1998.
fdc5e37168cdd15159864760479602f710c4785c	opinion		pretty much yes.
8036795f61d2f0ad2a3da55300e67dac34e7d228	opinion		I figure that it was a design choice to reflect the coolness of the site.
99af20f501a514b08cb8bcfbad34204d497a88b2	statement		He can do all that
f76b66792f52ad3e284e5c7e2d0c1e7ac4cfd13d	statement		Many others indeed.
640166f2af34933a3f63e36fc115b25038dc2320	opinion		no one could have seen it.
f21904093278240feb2e23c4d753aa97ab130ff9	statement		I did not see it.
5d2cfce691336a75b15044dcd9838a5c7b22c4d6	comment		they're ok.
e6e5bb25dc2e7c84db31ed169142f6bfa00c75ed	opinion		I'll have to check that out.
41aa6fd801c38bc6b1777a33f442087c4fb607a5	opinion		yup that kind of stuff doesn't surprise me anymore unfortunately.
268c5bb1bb78c32f493749c0aec780d7466fdad9	opinion		It definitely requires being aware of your surroundings and being able to react quickly to the movements of others.
faca9c594d0c1da81315b5a8827ca7494a3960c4	statement		haha yes they will dance to the beat!
56f98714d01aa5d155dbaa765b8cc2672b5e2ccc	statement		Oh yeah now you're talkin.
8237cdf75e720c3aa79d6d25c3683bdc0f3dc6bc	pos_answer		I do like them.
47349aac0f1e1f52496682fde7cb62459eef9d17	pos_answer		I have heard about that.
a5e6aa6135ec99c2463c9d347b1d4614d8761184	pos_answer		I have heard of them.
e10b97ee9688eba8cc0483bdc831dd9a2e6bd69e	opinion		I hope they did well on the re-make.
518c02d065eef337668a29bda30a683622d2bc6c	opinion		Must have been.
0e3b63397ccfbcbd1961f23910ef048be5894424	opinion		I guess it was called.
e97263140be47d7cc75a406543f82ac6ac378746	comment		That sounds inspiring.
8c015b1210b07ff88aea466d3de4232d0cba64c9	comment		Yeah it sounds like she sure does.
207bce6f3fbe4fcbed119352469d6912bb98e2eb	neg_answer		Ha I did not know that.
874eebd6e8e214a288321ef058bec44b85c16eec	comment		Yeah that makes no sense to me.
aa136c30a60bb8294bfef72498e47e6c2710e848	neg_answer		No I am not good.
1f02fc4751d12d489a6ff3dab787d567b572d696	opinion		That is surprising to me that they are the top selling.
0c90fa5b7821c12254ae517561d5e432ef16799c	opinion		Maybe that is why I don't understand what they are saying.
ec5c7ad763f40f68388106da9537ac491cd30211	open_question_factual		How could they even keep track of something like that?
22fd40f0079d155d5c4940b39f1ac5c13e3a8b08	opinion		I wonder if they would just laugh when they got it?
448979f8fd3f28ec1f0c97b7da0eebc3b40940e2	open_question_factual		They would have to be very fast with their hands but how would they make the beats unless they tapped their feet.
ed76f3f40587ad42e40a901bcc66e35a70ffea2c	opinion		He changed quite a lot.
cae63791ab08ba1e80f4a0befd40397a304585ac	comment		Some of it is ok.
6a2c81db73a40bde52fc6d363c7c4d8039e1569f	neg_answer		NO.
227e8e238d9c2ebe69080ed7d2ce65cc46f04588	statement		He can still do it.
bc6d0bb88148e8906783dbbb86a1afa7e056a37f	statement		I have not seen it either.
1cbfd491985d6fc4c7e9447c15d83486c37025b3	statement		I plan to try that soon.
7cd7ca33753112a7edaca1ed0b642f5056c5d7b8	statement		I am 40 too and just do not have the bandwidth to do what he does.
11cb510ea101c91c731287129f1a5f716315f525	opinion		Yeah feels like he could do better things with his time.
ca34e1351d2f0c0f9814c05c82714bc37fc6b856	statement		I listen to a variety of stuff.
9b3186d9f9f6237b4ef9eb1f1367c71817fcedc6	opinion		No idea about that.
6473b146004c1a1fd9c95223b220c2849767f5b3	statement		That they do.
5aa1cf75cb95d7d7a9055f0035a321bcd1e3853a	opinion		I guess they have a lot more casual visitors than they do regulars.
c5cf70d598498fc71a33ccbc92da4c60d58dc725	opinion		Yeah I totally agree.
2c2872071f9d2d865138a3d837f77800fca7f997	statement		You to.
29665a575af18f999feae22332bd0555711586b9	neg_answer		No they shouldn't.
2b3a0c66e1bb67942103ba3ceb5283a05e0f3d81	statement		I've never seen that before.
7ff8bed1ea679db09eba5e406e933fe076e1f9be	statement		Of course it is.
0b0a14b14a6dfe97075231dcdc88793883115802	comment		You got a good point there.
8d561d152c04b1d770831eabd265c2634ba7f32a	statement		I haven't seen too much of it either.
6869b07e6deb3818555e22ee61578bc4851215fd	neg_answer		I have never seen it.
33cf3e137eb8f28675499be4c91206e5ec26f6ec	statement		In 2018.
a757a71d9b3cb79c1c0329a4d9e4b418d0466131	statement		524 million monthly visitors as well
f9ef6c0d037b219f7c5fd890ff002c378f3a764d	opinion		I'm for em!
c2f9225522ea3da0694607f36ea0d953c8e9ec8b	opinion		They are very interesting.
298a45ba4f92e2a2e6c3685c7c220c4cbf8b9db5	opinion		I wouldn't mind it.
40dc9bd9e1c648933036d8f73ad01117889ea321	open_question_factual		How did they manage to stay standing?
2cf8c8ba5162e4cd52fc1adcfbd9204624d5b53d	pos_answer		lol Yes!
2c09e245e4448d3ef1b5a64449eed766e15b5fe1	open_question_factual		What were they thinking?
aa131203cb7bdc63c141dd404429cd0e55e7031a	opinion		I'm guessing that's what they were going for.
2b713dcfb4a9702b65c190f70a3910bbf4cd95ca	comment		that is interesting I would not thought so it is interesting especially with all the creations he made
892a6e1cf4ef9e3e4a6c2ef57de38fe3de599bc6	opinion		I was scared of it too!
09912526d130d043bbac044b3210b01699a46da7	statement		I did not know.
084cc311c6030e5b8cc8f9dd45ad1270a908706a	open_question_opinion		that is interesting I wonder what they like to eat
cfad417368c39e809b99314ef9cd8d5b1ccfa01d	statement		I just recently heard about it.
a721899275f5fdb498496bfe1964edc47f468d74	pos_answer		I have heard about it.
f1d1edeb389c882d97038d2bd83a120a829f9034	comment		That's probably good.
7060a412039f6a0a969e5dfdd165cd0189515f22	comment		That's pretty interested.
150444ea71506bf8c0831778dd8b7e10d02ba542	statement		Yeah they did... looks like they pretty much toured for their whole existance!
080f95a93a30a714e6eaf8057ef29bffa22d6f7f	other_answers		Hmm no idea.
cbab3bddc4aaba94d22c20714ec2c456fef3c5fd	pos_answer		I do too.
81a2bc4f1962b414b4f4de4c07968f0b06feaf4e	complaint		Oh..
7046ca2cc6e3dc0a7e2da9813f9e8c0b67bafc27	opinion		I have no idea but I guess they can.
8bef80597ca9aea2f16267f906f1160a5141fb04	comment		Sounds so awesome.
a21dbe75f35ca390bfde4464a62eea7b12520bbd	statement		Ta!
7866e83b6e74e8ddf42d2e17c862c55f2e37a4d1	statement		It's been off the air for a long time at this point.
cb9e0c949d5e05be19de6a96ac50f713fe0cb271	comment		He is very talented.
51ed784bf838cf5d1671c658bc9f9316dfc931ca	opinion		Oh that would certainly help!
209a48f54dedd23d2df3b848993230eb13b9527e	opinion		I'm sure it was much.
4fffc1b23bee4050624a692cd3228916ede8bac7	comment		So tremendously sad to hear that.
b160996d2515761b37e2cd77418ed84934c8fc35	opinion		Agrees.
7fd9e476ae84b95158d7a4aaafcbfe50bf1ef87c	pos_answer		She did!?
7e21d05af6591dd4a07b4fc1f4ff4421b76b3862	statement		I didn't know that either until just now about him.
8a77b2d8f0d969887306c8204b31c4cc477d3636	opinion		If I can remember right.
fec012f280d66bc39ff32b93c080f56f7f4ef789	opinion		I want to try it too
08dbef1f752549c5c03e71bc46201151ff586d8d	statement		I heard them state it publically.
c010903532807375a0779321771e771c26af2364	statement		You know I had heard that
b570e117e2842d35473437ac4d9f57483e427586	opinion		They are definitely interesting.
663405d8fdbb4f08ee16e17d6a1787c412c34fcb	opinion		I wish they would do that here.
ba71d39895d8fba4e13ca546670d30bdfd774ea5	opinion		That would help so much here.
8743aa3f9bab0a73ab53f64a5d706b84d43f84de	statement		I have no idea what it stands for.
9bdfc83faabe67fae49ea930716d9e518f12de89	neg_answer		Not usually!
53a1949869041cc489958ad78c4e3127a8534b0c	neg_answer		Nope most people don't.
9d1cf3813189b3d5b41e895415c7cb61d44f1af8	statement		I never knew there was a name for that!
62e2b984f5b1e2585901ce3865e77a88d39e1323	opinion		I don't really use it.
e46a897d3224e57b8654aefb271983e3b0b5cb38	opinion		Wow I wish I could see that.
a1f5c7ab1348bc48087247a48e4cae30dc704b36	comment		Yeah that's very impressive.
0b72f4d8c324cc4420b1fda89e104879ba9a2693	opinion		I can't believe that!
d00937ba5e012b7a8cb6f7fa91c449a51255b2ce	statement		It does look that way.
d280e4075becc68987ea21118336c25b16d3e582	opinion		I believe you could!
59c1f9a939cd53dcee70cf4828a2104f96cf34dc	statement		I did that for a long time before actually joining.
ef77a641f95d653643fa29d443fb92fe279a2103	statement		I have Win10.
3b1b99ef35e2688c347323c403b1e90e78135ad1	neg_answer		Not I am not surprised.
024a9d24f4ec8ff2883a8ff21099e516c8ae4ca3	opinion		For me.
1cbf7aac6283a5ad7a989155e4e22ed114ef1b63	statement		They are really long.
63d597302fa2c4e13277dff1a4d5f047f39e753b	statement		I use several.
8dada65cc3dfd3a5234a652a6040450e13b6fe9c	statement		That is what I recently read.
162c9380217aaba6755ef0a9fb08c29d278ceb0d	pos_answer		A bit.
05f5043616b0160ddd590e97229308f4bec1c727	opinion		That sounds unfortunate considering how much of a classic it is today.
d67122ef7be7aa20c6c2cf90eed27ad900d8b9d1	opinion		Lol that would be hilarious to see.
13da3cc2576ad9b423e1c5c771c96baf35807abe	neg_answer		It does not.
50b6eff1fd13a6a76078141aa0a8f88e1251b3e0	opinion		I know I agree.
2db27f7cc12530d5ed8810a4a09677183a946a2c	opinion		Never read it.
2ed5f70b32f4e7c5ece1d8b2d22a58eb7281e7ad	neg_answer		no .
ac3e431f39ba8d44b43d90acb73200db3168b957	open_question_factual		How do you mean?
35ddb4c67866ba2d5d73e149eaea73677d051a72	statement		Understood.
b38acc6d6a72de449b069346f27b13ccc0490684	opinion		I don't think I ever want to.
7a06b1bb0cf507c404745ebfac31098738555b0c	statement		Yes I've read that we are the most endured people ever.
441022339e388bf19efdb44e492ca813be64a9f4	statement		I remember hearing that.
425e765c970ffa344a3d663ecd64d82c20cbe805	neg_answer		Not that I remember.
6087fad186743e5917739730598875b6115a3cd3	opinion		Yeah that would have been fun to watch.
fde4994a60477666a965fbca9dcebb3100421c5b	opinion		I will never understand that but it's crazy for sure!
2083c51995eb1f2a3aa4890cd0d20a2c604dac98	opinion		I know it was hard to watch him that way.
84b2f1ce41b69c41f09efb41515a7d77ecfa02ab	opinion		I guess they need it up there.
d6cd8d92771bded668f3ffb8f8e44ff6ce28b3b4	statement		They aren't sure how many will be surveyed yet
7b40da5dc74af6cb435a9b3958d64d723a6a8993	comment		Wow that's a lot!!!
9a20b8329afdaa2a450ea826d5f8787b84f5ab8d	opinion		It is pretty amazing.
85759f9bc2982629ea54ff8503c2297931fea0f7	comment		wow. didn't know that.
d1ad5c4bcb69bbeea0423d536c700e15a3c9dc7c	comment		haha that's awesome.
b5b1b2234b347549a9f55118d21c42a84e76c04b	statement		I read that too.
4ddd83b8d52cce4b44ba81376b348b15eedeec47	statement		Thats really interesting because as far as I knew.
bcb188f59b5a8f5bd68e6c86e338734ab56e6b79	statement		I didn't know much before reading about it today.
43f289a3a91a59def05f1f8d88eb79cf645486fb	comment		Well that's quite interesting.
e827c5681fb7008b884a3900cac711280c5f468f	comment		How very true.
b765ba557101bb2e53f2ffbe1b6ac2914727133d	statement		I did not know until you told me.
87b81f1b83faf7d6cf612e1a5904b9c99a7f4bb0	opinion		I think somewhat.
ce5c43a41c7472687c3ec8fe0a55d2a8a7e6aa4c	opinion		Thank you for your explanation.
30b458711a93af0be52db2d2fae46b9b6e83fe59	statement		I bet so.
382a26003887fdefb3728cc4974f7ae1b9be6c55	comment		Ha!
c8b505510514ad91b0aea037dbfd217954ef008c	opinion		I wonder how and why?
605063cf09f3ade75995ec916200daa84cacd36a	opinion		They could be!
ad6de15bae2aad209acea674f321efc70e227a33	opinion		Maybe so?
dc8f494714f3f6cecb1cf27a41233664ee4b16ae	statement		Yea and only 7% of people actually read the full terms online.
e16a02a677a6f04b271532b62816b3a9513025a3	neg_answer		Doubt it.
c0754ac9fa654d0df12d9f62f7e2534d8c6b80b1	other_answers		Honestly do not really have any.
76deb281f2da548dac13eb02b0b45a8444b3528d	opinion		No I wish.
82a0b7af3536003ab4b0a5ab2d4ae50c39134653	opinion		Same to you
436d5252d3389f2936c8902efdf15322fcfd1f92	opinion		I'm almost afraid to find out.
3990b3fae786582d811694ea5c8b2a59a21122b0	opinion		I wouldn't think it would be that many.
6a3431f37011069fc31edad99c7bde496fb1fd8b	opinion		I am with you.
6f18b13cb895d5c5e32400e0226f09f0b7671edd	opinion		Well I'll tell you would always be there to game it up.
6acda2c26b5c4a2a07a1f1b05b97400a13eb3d77	comment		ha ha...great speaking to you
abd56d6cfa7160c5d53274c9246bcb02fd40cd7f	dev_command		take care.
c7ebd7d54834640e5d212dfe24bfe9d1c8256d55	opinion		Yeah I guess that happens as well.
5a0cf596f58f831d01c437d7ca202bac10aa13ca	comment		that is horrifying the sound it makes
dfbf8a6af494708c85cfd9320a0720891a1be445	open_question_factual		how did they not notice.
d055cb6a22138ebc8c2ec1dd54da05840efa2749	statement		To do it for so long.
78169a56dc4c3ad549099de69b7b22c0ee701eb0	opinion		yeah me either on that one.
2f1b624fc161cf3d67fcb5dec5658aa41577c763	appreciation		That is pretty smart of you.
51d6bcb7e48e6872a628f5e4d4ccc0867b8b78fa	opinion		i wonder if there is a risk there.
4cdda33e050f987185d1528ff35efcd9f327bb0c	opinion		Yes maybe that would make them more happy.
54b25263f6208504cf1480db6eb893a923b9b518	opinion		Oh good guess.
1613c05ab5e5394dd16b82e96b2cdbbb55f9f0cc	opinion		Wow I thought it was the Who.
472a85bb7e5f09a29f9dd6c4c2aeb4ce0fc9ef49	opinion		I thought it was the Who as well.
de97f245871519cfb75373ecd437ac306a29dc27	neg_answer		No I didn't either.
aae13365bdf2366cf1f3f749389a576fd1e5b52e	statement		I do watch them.
1b00fbc1bd704b9cd97b3f41bae3ffc0a9951457	opinion		Hah that got taken a short time later I guess.
e6083ad4a96a1a9450fc2449b5d6d9d1bba306d9	comment		Huh
d6be9757ebd6b69c25586a5cd0b3f73209075c10	comment		Wow that sure is.
3ddfe46faf9c5d06757e08dc72f3d91240b72891	neg_answer		No i haven't .
5ba2566d8adf961b8f23cc23be28e50b806c026b	opinion		That sounds like something I need to experience!
a2fdf5b48e4576d09a0e2c48be7f4e13ce72af59	opinion		Probably they want to make sure the have the best!!
4a6e466801607d3c1e71827da0abbbaea3cf062e	statement		I have to watch that.
e53564045304d346d3f2192237ea61af89ec2512	comment		It was good!..
edff027e87102104ee69b91bd1ba56b0bcb98d07	statement		Yes none of them have a higher one than 44%
54815030573ac267484e90f32c43c757d6f12750	opinion		Yeah too bad.
9e47483fb67ffdeffbc8baf0215df4dc3cd98d49	pos_answer		Yes those are no better at just 44%.
9497c1f3328df51628bfca7b70fcfb1f720c0447	opinion		Yes and I loved it.
bf2fed2518a18dbcc608c300dcda3bd50b47b94b	comment		Yeah they can be like that.
d2a2ce175abdd2ae6d39ce5a9101a137a77d2c9c	statement		Hm I cannot say that I do.
a80b077733931298eb2df43ea9a8455ca2a4047e	opinion		They seen to be indeed.
b36fb35302213edcae2d4d4f1d988962dfd1037b	comment		Wow. good for them.
81ebf708df809255b36c57b110616a499f206f2c	statement		I did a lot actually.
383a144c544482ad6c620043b1de921812b33a1c	statement		Hmm I cannot say that I do.
2e65af429c984a0f692041b0044984dae897657c	comment		It's scary how much they can track you.
fd8eeaeb9a5ab55e764fa886a6f5f60e6ef07c78	opinion		I would too!
4dcb9ffd458cc3ee1b4a6c943db065c248e740c7	neg_answer		I actually did not know that.
d11aef9edc61a418dee68be7a1a1b3bfb8b033b8	statement		i bet it is even more now.
09028abcee6ec8f4c5d8f2fd64442c474469be2d	opinion		yes thank you for chatting.
b479d9e1b1a01cc52eb218075679f8d0cf71eec5	other_answers		Hm not sure.
aea41a4264e90af74eb1bf318261561addb6b47d	neg_answer		I do not know
9b3560b01b381fb9db6f493ade88f6d78f067c70	comment		Wow nice one.
9257c67fb575b48fd7fca5aae89ed8139d7fb339	comment		WOw impressive.
993d7903938e055497ac39c9fdf16cc5c371c72b	neg_answer		Hmm I do not know.
f20980d343ff35672ad92d59e65131ad9d293918	statement		Oh I see interesting.
309cdd8a1c0f7b3f92695f5f6477d6ba9bab28d4	opinion		WOw I wonder why.
cf91a4fad6d632d65c4ff1a41a5fa3af4c697565	opinion		Yeah I got confused by that always.
6d84e4e4fa955876d62fa2f2afb21688e67f21fb	opinion		I often wonder what lies beyond.
86161a2575e5cbcdb3cd558813093db6b44e6b3b	statement		But it isnt the biggest.
363d489f338f784a090abfc8bfcf81cbf00ffe35	open_question_opinion		Why dont we actively try to harness it?
e4b0d8f7459d755d3bc306a3928d12f7b8dd2d76	comment		It is a great resource.
d5714dbc270a317a973eb62e7c8c6c441f44da24	opinion		I am glad.
211c0d3a8fb38ce12152ed2b2a3fbaa4f88681c8	statement		Yeah I heard that confused a lot of people.
3d553c836b06ffd55e6f9443c6915704b8270988	opinion		Interesting and rather broad.
dee789c52dd384e3a66a464391cb9adae0e7673c	statement		I am in the 93 %.
e093ee43dce4ae614ca667d52ae284ff54c3219e	statement		I skim it.
64c0f3e4f777d0a4d40e772f1a5299c88c2d818b	statement		It has been around for decades.
c56aa70b6ba7d4a6c83e8d56f587dc7a0b7ff501	statement		I have heard that name.
88a76af994063a763f9c9fafdd972e7d4b97ee49	statement		We need a place to store it all and I dont have any room at my house.
8891430cf043a1aafe8775a3d7e78b2f8fd1e8cb	statement		I didn't realize that!
7a16f6af9a7f2d8f76fa9a281c60ab1cf60a4a97	opinion		That was who I grew up to.
a3871bfd335649c0738ab0c8e1101d81051b8ccf	statement		I never have either!
39e5edff040c4bcfcae4c2202082c3ab2e6e5589	comment		Yes her work does an interesting.
bccb992e8182ccda44785051669f3140c0924d61	pos_answer		Yes that's definitely different.
9b4cca10fa6fa3671a9aad36f5fc494831b81794	opinion		Guess I don't know about that.
fdb4a9b83fc443c38bf86ace0362601148b92188	open_question_factual		How does that work.
41549192b311cc7cf896376183f4e0a19c11ece0	statement		ok I see.
6bdb20064455799e02e800a8d71dc388f4524bba	opinion		no doubt
dff6cc4dde63242dba975a23780cfc457a05dbfb	opinion		I never really got into his stuff.
4265eecaadb038ceae49046b9c5b51602a6437c4	statement		I have heard of them but do not know much in detail
7ace704694bd01cab6ef57e60f67ef7912955497	comment		Wow dedication.
fd7c92d10cf973c8dad3fc9078ff29e2e66ff079	other_answers		Hmm not sure.
33681ae5d14f45c8c6f8d95a167655d55b03c3a7	opinion		Ok I'll check it out.
