midas_entity	text
statement event	Of course he was called ' the father of the EVENT ' .
statement event	The EVENT was made 4,000 years ago.
statement event	The EVENT!
statement event	Good, I can still attend the EVENT.
statement event	Well, let ’ s go to the EVENT tomorrow then!
statement gamename	I started playing GAMENAME and ended up wasting a lot of time.
statement gamename	GAMENAME.
statement genre	nowadays, you can be a DJ.You can mix GENRE.
statement genre	Listen, it is GENRE.
statement genre	I didn ’ t realize it was a GENRE.
statement genre	I didn ’ t realize it was a GENRE.
statement genre	Nowadays, you can be a DJ.You can mix GENRE.
statement genre	We can go to a GENRE, and I'll hold your hand so you don't get scared.
statement genre	Oh, no, it was a kind of GENRE.
statement genre	It's not all GENRE.
statement genre	And they said you should play GENRE?
statement genre	It is just GENRE, you could have sung there too if you want it.
statement location	This place doesn't look like LOCATION.
statement location	In LOCATION.
statement location	But it is far from LOCATION.
statement location	Well.. we're not sure yet, probably in LOCATION.
statement location	They come to the LOCATION?
statement location	I heard that one of their specialities is the LOCATION.
statement location	I'm from LOCATION.
statement location	LOCATION.
statement location	The southbound A trains say LOCATION.
statement location	No, but we went to the LOCATION.
statement location	My husband is betting on LOCATION.
statement location	No, I am from LOCATION.
statement location	Well, I am from LOCATION.
statement location	no, that's OK.You know what they say when in LOCATION...
statement location	It's made in LOCATION.
statement location	This is LOCATION.
statement location	I'm going to LOCATION.
statement location	Oh, I know LOCATION.
statement location	LOCATION is my hometown.
statement location	Yes, I'm from LOCATION.
statement location	And I travelled a little bit in LOCATION.
statement location	Well, to be fare, since he's coming all the way from LOCATION, he's got to get up much earlier than the rest of us.
statement location	I am trying to get to the LOCATION.
statement location	Looks like you'll have to get a place in the LOCATION.
statement location	They are staying at the LOCATION.
statement location	These are from LOCATION.
statement location	It's on the other side of the LOCATION.
statement location	So you want to go to LOCATION?
statement location	I'm from LOCATION.
statement location	LOCATION.
statement location	It's made in LOCATION.
statement location	I am from LOCATION.
statement location	well, if you want to live in LOCATION, you have to pay the price!
statement location	I will take you to LOCATION after walking around here.
statement location	You were visiting LOCATION?
statement location	I heard that you moved to LOCATION.
statement location	I ’ m supposed to be going to LOCATION.
statement location	In LOCATION.
statement location	No, from LOCATION, sir.
statement location	I was born in LOCATION.
statement location	I'm from LOCATION.
statement location	Our trip to LOCATION!
statement location	It's made in LOCATION.
statement location	We used to be really close, but that all changed once she moved to LOCATION.
statement location	You're from LOCATION?
statement location	I'm from LOCATION.
statement location	because it's off-season, we got a really good package deal to LOCATION, so we went there.
statement location	No I haven ’ t. I haven ’ t visited the LOCATION either.
statement location	I'm from LOCATION.
statement location	It doesn't look like we're on our way to LOCATION.
statement location	In LOCATION.
statement location	I've been to LOCATION a few times.
statement location	I have heard about it while in LOCATION.
statement location	In LOCATION.
statement location	I need to remit £ 500 to LOCATION.
statement location	I didn't know that bus went to the LOCATION station.
statement location	Well, not so far from LOCATION.
statement location	And you shouldn't miss the LOCATION.
statement location	LOCATION.
statement location	I'm from the other side of the coast--LOCATION.
statement location	LOCATION?
statement location	At school, in LOCATION.
statement location	Ah I see, so you were actually educated in LOCATION?
statement location	They're imported from LOCATION.
statement location	LOCATION?
statement location	That ’ s why it was so weird traveling from LOCATION to LA!
statement location	LOCATION.
statement location	Our trip to LOCATION!
statement location	In LOCATION.
statement location	Here is the LOCATION.
statement location	LOCATION is like a dozen miles away from here.
statement location	My domicile place is LOCATION, too.
statement location	Well, you could go down to LOCATION.
statement location	Then one to LOCATION at 10 thirty.
statement location	I want to send this package to LOCATION, please.
statement location	She's from LOCATION.
statement location	When we finally decided to ask someone, they told us we were in LOCATION.
statement location	I'm from LOCATION.
statement location	I'm from LOCATION.
statement location	I'm going to LOCATION.
statement location	Flight CA216 to LOCATION.
statement location	Yes, it is, but not as hot as in LOCATION.
statement location	Well.. we're not sure yet, probably in LOCATION.
statement location	So they limit it to one region of LOCATION.
statement location	LOCATION.
statement location	These are from LOCATION.
statement location	Ah I see, so you were actually educated in LOCATION?
statement location	They still live in LOCATION where I was born.
statement location	Don't forget to call us if you're in LOCATION.
statement location	Anyway, we are arriving at LOCATION soon.
statement location	I'd like to go to LOCATION.
statement location	LOCATION is like a dozen miles away from here.
statement location	LOCATION.
statement location	He says he's just arrived in LOCATION.
statement location	My domicile place is LOCATION.
statement location	In LOCATION.
statement location	Yes, I'm from LOCATION.
statement location	I live in the LOCATION.
statement location	Really, I went to LOCATION last week.
statement location	But, you were born and raised in LOCATION!
statement location	In LOCATION, I think.
statement location	Well, if you want to live in LOCATION, you have to pay the price!
statement location	I just got back from LOCATION.
statement location	My birthplace is LOCATION.
statement location	I ’ m from Living, LOCATION.
statement location	I am from LOCATION.
statement location	Last year when I visited LOCATION.
statement location	You know, the one just on the corner with LOCATION.
statement location	LOCATION.
statement location	I've never been to LOCATION.
statement location	looks like you'll have to get a place in the LOCATION.
statement location	There is a stop at LOCATION.
statement location	no, I want to come back to LOCATION after I graduate.
statement location	Oh, I am from LOCATION as well.
statement location	Well start out from LOCATION this Friday.
statement location	I come from LOCATION.
statement location	He ’ s been sick since he came back from LOCATION.
statement location	I'm going to LOCATION.
statement location	It ’ s to the east of LOCATION.
statement location	There're a lot of suspicions that the LOCATION is never going to become reality.
statement location	I heard that one of their specialities is the LOCATION.
statement location	In LOCATION.
statement location	I will be leaving the LOCATION soon so I have no need for this account.
statement location	I only had time to visit LOCATION.
statement location	It's LOCATION, 9981-6432.
statement location	Well, I ’ m from LOCATION.
statement location	I went to LOCATION.
statement location	LOCATION?
statement location	Relatively, once we're out of LOCATION, anyway.
statement location	We are arriving at LOCATION.
statement location	We intend to open the tender at first next month in LOCATION.
statement location	Things are different in LOCATION.
statement location	But you ’ re in LOCATION.
statement location	LOCATION.
statement location	In LOCATION.
statement location	There are a lot of people from LOCATION visiting right now.
statement location	oh, we had to break up because she didn't want to float around in LOCATION.
statement location	I will go to LOCATION on business for 5 days next Tuesday.
statement location	OK, well, I'm going to LOCATION.
statement location	I only had time to visit LOCATION.
statement location	Ok, I know you are not a resident of LOCATION.
statement location	I'm headed to LOCATION.
statement location	I come from LOCATION.
statement location	Everyone in LOCATION knows it.
statement location	Most of them live in the LOCATION.
statement location	But she was in LOCATION!
statement location	Yes, I'm from LOCATION.
statement location	The ones that are on sale are from LOCATION.
statement location	No, that's the number l that goes down LOCATION.
statement location	Well, I want to be transferred to the LOCATION office.
statement location	My whole family are going to LOCATION for visiting.
statement location	It was raining when I left LOCATION.
statement location	You'll be staying at LOCATION.
statement location	I just got back from LOCATION.
statement location	I'm from LOCATION.
statement location	Remember last month when we were in LOCATION?
statement location	Yes, I've been thinking about LOCATION.
statement location	LOCATION.
statement location	She lives in LOCATION.
statement location	We are arriving at LOCATION.
statement location	Just tell him I'll call him when I get back from LOCATION.
statement location	I'll come back to LOCATION tonight.
statement location	From LOCATION.
statement location	My friends and I just got back from LOCATION.
statement location	She ’ s going to live in LOCATION.
statement location	That's what i did in LOCATION.
statement location	When we finally decided to ask someone, they told us we were in LOCATION.
statement location	Oh, you're staying at the LOCATION.
statement location	So you haven ’ t done much then, in LOCATION?
statement location	And others directly from LOCATION.
statement location	Yes we are going towards LOCATION.
statement location	I'm from LOCATION.
statement location	LOCATION?
statement location	Well, I ’ m from LOCATION.
statement location	I'm from LOCATION.
statement location	I think they went to LOCATION, but I'm not sure.
statement location	Because it's off-season, we got a really good package deal to LOCATION, so we went there.
statement location	Welcome to LOCATION.
statement location	It's a very beautiful place in LOCATION.
statement location	I really have to get to LOCATION by this evening.
statement location	I'm from LOCATION.
statement location	Yes, I'm from LOCATION.
statement location	My birthplace is LOCATION.
statement location	Yeah-all from LOCATION.
statement location	From LOCATION.
statement location	A girl he met on holiday in LOCATION, I think.
statement location	As a matter of fact, I'm from LOCATION.
statement location	Yes, I've just come from the LOCATION, yesterday in fact.
statement location	In LOCATION.
statement location	Some people say he's from LOCATION.
statement location	Yes, I ’ m in LOCATION.
statement location	We went to LOCATION.
statement location	LOCATION.
statement location	We used to be really close, but that all changed once she moved to LOCATION.
statement location	I went to LOCATION.
statement location	My husband is betting on LOCATION.
statement location	At LOCATION.
statement location	I want to post it to LOCATION.
statement location	Actually, I study a lot less here than I did in LOCATION!
statement location	I have never been to LOCATION.
statement location	My destination is LOCATION.
statement location	In LOCATION.
statement location	It's FOB LOCATION.
statement location	LOCATION.
statement location	I'm from LOCATION.
statement number	Yes, there are approximately NUMBER people.
statement number	NUMBER.
statement number	Over NUMBER.
statement number	I believe that NUMBER people did get hurt.
statement number	He's over NUMBER.
statement number	We have NUMBER.
statement number	one or NUMBER people didn ’ t take to my ideas very well.
statement number	NUMBER.
statement number	That would be NUMBER, sir.
statement number	I need at least 75,NUMBER per year.
statement number	I wrote the check out for $ NUMBER.
statement number	I'll take NUMBER.
statement number	This rate is NUMBER.
statement number	NUMBER for one way.
statement number	Yeah, especially since it's NUMBER degrees outside.
statement number	Well, because I like you... NUMBER.
statement number	$ NUMBER will be fine.
statement number	So he said he'd sell me one for NUMBER.
statement number	One dollar to NUMBER franc.
statement number	Sure, that will be NUMBER please.
statement number	Actually, you can only have NUMBER.
statement number	Well, it ’ s only NUMBER stops from here.
statement number	I think it ’ s over NUMBER meters long.
statement number	It's about NUMBER miles away.
statement number	There's an extra NUMBER in it for you if you can get me there on time.
statement number	It's NUMBER.
statement number	NUMBER-and-a-half.
statement number	That is OK.Here is NUMBER and you can keep the change.
statement number	It NUMBER.
statement number	We just got one in yesterday, so now we have NUMBER.
statement number	Well, there was a sign that said “ Buy now for NUMBER. ”
statement number	No, we have NUMBER persons.
statement number	We charge NUMBER a copy.
statement number	NUMBER.
statement number	I will take NUMBER.
statement number	My check for $ NUMBER bounced.
statement number	Here you are, NUMBER and my ID.
statement number	Oh, yes, he is NUMBER years older than me.
statement number	That's $ 1 NUMBER.
statement number	It cost about NUMBER.
statement number	I've gotten NUMBER, I think.
statement number	I've gotten about NUMBER.
statement number	¥ NUMBER, please.
statement number	NUMBER.
statement number	NUMBER-and-a-half.
statement number	It starts at $ 30,NUMBER.
statement number	There are NUMBER of them.
statement number	The pink one is 30 yuan, and the purple one is NUMBER.
statement number	Here is NUMBER.
statement number	NUMBER.
statement number	Round about NUMBER.
statement number	There were NUMBER of us.
statement number	NUMBER.
statement number	A post order for NUMBER.
statement number	It ’ s NUMBER.
statement number	NUMBER.
statement number	I've reserved rooms NUMBER and 403 for you.
statement number	Here's NUMBER.
statement number	The mag says she's NUMBER centimeters tall and 38 kilos.
statement number	it's about NUMBER miles away.
statement number	NUMBER.
statement number	NUMBER, please.
statement number	Round about NUMBER.
statement number	NUMBER times every year.
statement number	oh, I thought there were going to be NUMBER.
statement number	I got NUMBER.
statement number	Here's a NUMBER.
statement number	It's NUMBER.
statement number	That'll be NUMBER.
statement number	NUMBER?
statement number	That's $ NUMBER.
statement number	NUMBER copies?
statement number	I've tried NUMBER of times, but I just can't seem to kick the habit.
statement number	I ’ Ve only NUMBER rooms on the first floor.
statement number	NUMBER.
statement number	$ NUMBER?
statement number	Maybe NUMBER times.
statement number	The other team lost by NUMBER points, 101-98.
statement number	This building is only NUMBER years old.
statement number	Here's NUMBER.
statement number	I have a table for NUMBER available at 7
statement number	Well, NUMBER.
statement number	NUMBER?
statement number	NUMBER!
statement number	About NUMBER.
statement number	NUMBER, please.
statement number	Oh, there are NUMBER seats in total.
statement number	It costs NUMBER a copy.
statement number	That will be NUMBER in all.
statement number	Here is NUMBER.
statement number	It's NUMBER, please.
statement number	Yeah, I don't mind giving them a dollar NUMBER for that.
statement number	That's another NUMBER?
statement number	If you buy 1,NUMBER or more, you'll get a 10 % discount.
statement number	I'll take one right now for NUMBER.
statement number	I ’ d suggest you buy NUMBER.
statement number	That'll be $ NUMBER, sir.
statement number	Here is NUMBER.
statement number	NUMBER.
statement number	So you can always keep NUMBER times at once?
statement number	Here's a NUMBER.
statement number	I want to transfer $ NUMBER.
statement number	I only want to transfer $ NUMBER.
statement number	No more than NUMBER.
statement number	Oh, I thought there were going to be NUMBER.
statement number	It was NUMBER feet tall.
statement number	Well, it's only NUMBER stops from here.
statement number	There are NUMBER more stops.
statement number	NUMBER!
statement number	Here's NUMBER.
statement number	It's $ NUMBER.
statement number	NUMBER,...
statement number	Well, considering the quantity of your order we could further reduce the price to NUMBER.
statement number	NUMBER will be fine.
statement number	NUMBER.
statement number	It cost me a couple NUMBER for the whole set.
statement number	NUMBER, please.
statement number	Oh... around NUMBER.
statement number	I need $ NUMBER.
statement number	NUMBER?
statement number	NUMBER of us will be coming.
statement number	About NUMBER.
statement number	NUMBER.
statement number	NUMBER.
statement number	NUMBER, please.
statement number	We want to order NUMBER.
statement number	Well, NUMBER, then?
statement number	Actually, I ’ m NUMBER now.
statement number	You need to keep it at $ NUMBER.
statement number	Here is NUMBER.
statement number	The best we can do will be a reduction of another NUMBER.
statement number	It took NUMBER of us to move it.
statement number	It'll be $ NUMBER nightly.
statement number	We have NUMBER.
statement number	NUMBER.
statement number	You need to pay NUMBER for every copy.
statement number	NUMBER.
statement number	I ’ d suggest you buy NUMBER.
statement number	Here's NUMBER, keep the change.
statement number	She's probably about NUMBER feet.
statement number	NUMBER.
statement number	NUMBER.
statement number	Yes, I have, and NUMBER times in total.
statement number	If I remember correctly, it's about $ NUMBER.
statement number	NUMBER times a year at most.
statement number	$ 3 NUMBER.
statement number	I was NUMBER.
statement number	She's NUMBER.
statement number	NUMBER
statement number	We need a reservation for NUMBER.
statement number	Hmm, 250NT is... NUMBER?!!
statement number	Yes, NUMBER of us.
statement number	NUMBER!
statement number	I want to transfer $ NUMBER.
statement number	The deposit is $ NUMBER.
statement number	Here's NUMBER.
statement number	They're only NUMBER.
statement number	NUMBER.
statement number	I'm NUMBER.
statement number	Yes, but there is a NUMBER delivery charge.
statement number	That'll be NUMBER.
statement number	It is NUMBER.
statement number	Well, I could offer you maybe NUMBER off.
statement number	We moved here when I was NUMBER.
statement number	Your bill comes to NUMBER.
statement number	NUMBER?
statement number	The last NUMBER charges.
statement number	Just give the man standing there NUMBER and he'll give you a token.
statement number	There ’ s a check of NUMBER and photograph.
statement number	Well, that's only $ NUMBER.
statement number	Yes, but there is a NUMBER delivery charge.
statement number	I need to withdraw $ NUMBER.
statement number	NUMBER.
statement number	That's NUMBER.
statement number	NUMBER.
statement number	I want to check these NUMBER pieces and I'll carry this overnight bag by myself.
statement number	OK, that will be NUMBER.
statement number	The best we can do is another NUMBER off.
statement number	$ NUMBER dollars.
statement number	NUMBER a piece.
statement number	NUMBER, Madam.
statement number	Please pay NUMBER, the handling charge.
statement number	NUMBER.
statement number	I need to deposit $ NUMBER.
statement number	I will take NUMBER.
statement number	We still have NUMBER left.
statement number	So he said he'd sell me one for NUMBER.
statement number	I got them for NUMBER.
statement number	Usually it's NUMBER off the cover price.
statement number	It ’ s going to be $ NUMBER.
statement number	The count is up to NUMBER right now and several are in critical condition.
statement number	Okay, I ’ ll take NUMBER, please.
statement number	She is NUMBER.
statement number	I don't really need NUMBER.
statement number	NUMBER.
statement number	I think it ’ s over NUMBER meters long.
statement number	It's $ NUMBER.
statement number	We demand a surcharge of NUMBER for it.
statement number	Today you get a 50 - NUMBER discount.
statement number	NUMBER.
statement number	I would like to deposit $ NUMBER.
statement number	No, it's the number NUMBER.
statement number	I want to take out $ NUMBER.
statement number	NUMBER.
statement number	NUMBER.
statement number	We had NUMBER, but we sold one this morning.
statement number	NUMBER.
statement number	I'm sorry but my bottom figure is $ 36,NUMBER.
statement number	NUMBER.
statement number	Good, here's your ticket and NUMBER change.
statement number	NUMBER people were injured.
statement number	Here is $ NUMBER, keep the change, please.
statement number	I want to check these NUMBER pieces and I'll carry this overnight bag by myself.
statement number	We cannot reach a final decision until we have talked to all of the other NUMBER applicants.
statement number	It cost me a couple NUMBER for the whole set.
statement number	NUMBER.
statement number	NUMBER.
statement number	As a trial order, I'll take NUMBER this time.
statement number	I'll be honest with you, our budgeted cost can't exceed more than $ NUMBER per unit.
statement number	I stopped counting at NUMBER.
statement number	OK.Five for NUMBER.
statement number	That ‘ ll be NUMBER in all.
statement number	That still leaves a gap of NUMBER to be covered.
statement number	Right now I show that there are NUMBER people on the list.
statement number	Yes, I'd like to insure it for NUMBER.
statement number	I get NUMBER yuan from you, and this is the change, 10 yuan.
statement number	NUMBER please.
statement number	Go to window number NUMBER.
statement number	NUMBER.
statement number	I ’ d suggest you buy NUMBER.
statement number	NUMBER.
statement number	NUMBER.
statement number	It's only NUMBER.
statement number	NUMBER.
statement number	Here is NUMBER.
statement number	NUMBER.
statement number	No, from here I think it's only about NUMBER.
statement number	That'll be ¥ NUMBER.
statement number	Here is NUMBER, keep the change.
statement number	Well, I'll give NUMBER for it.
statement number	She's NUMBER.
statement number	NUMBER.
statement number	NUMBER.
statement number	Yes, you are charged NUMBER a piece.
statement number	There's an extra NUMBER in it for you if you can get me there on time.
statement number	NUMBER.
statement number	We just got one in yesterday, so now we have NUMBER.
statement number	Go to window number NUMBER.
statement number	I would like to transfer $ NUMBER.
statement number	I'd like to exchange NUMBER.
statement number	NUMBER.
statement number	NUMBER?
statement number	It's NUMBER.
statement number	NUMBER.
statement number	No more than NUMBER.
statement number	I'll buy it for $ NUMBER.
statement number	NUMBER.
statement number	Sure, we'll take NUMBER off the price.
statement number	This one is $ NUMBER.
statement number	I follow you and I'll take NUMBER just for my trial.
statement number	There's an extra NUMBER in it for you if you can get me there on time.
statement number	This rate is NUMBER.
statement number	Altogether you have to pay $ NUMBER.
statement number	Oh, my CV.Yes, here it s. There are NUMBER copies.
statement number	No, it's the number NUMBER.
statement number	NUMBER.
statement number	The meter reads 9.15 NUMBER.
statement number	Frankly speaking, NUMBER.
statement number	I want $ NUMBER.
statement number	The price per copy is NUMBER.
statement number	The small ones are NUMBER for each.
statement number	The most we can offer you at present is NUMBER.
statement number	Yes, I am NUMBER.
statement number	No, it's the number NUMBER.
statement number	NUMBER!
statement number	NUMBER.
statement number	I want to check these NUMBER pieces and I'll carry this overnight bag by myself.
statement number	NUMBER times.
statement number	NUMBER.
statement number	He's number NUMBER.
statement number	I'll buy it for $ NUMBER.
statement number	Every month I ’ d only have to pay $ NUMBER.
statement number	That still leaves a gap of NUMBER.
statement number	You have to maintain a minimum balance of $ NUMBER.
statement number	OK I'll take NUMBER.
statement number	We'll give you about NUMBER to start.
statement number	They only cost me about NUMBER.
statement number	It's room number NUMBER.
statement number	That'll be NUMBER.
statement organization	yes, I received a conditional offer from ORGANIZATION a few days ago.
statement organization	You must tell the ORGANIZATION about it.
statement organization	I transferred from ORGANIZATION.
statement organization	I did but now I ’ m for ORGANIZATION.
statement organization	ORGANIZATION accepted me!
statement organization	I have a ORGANIZATION certificate.
statement organization	I did but now I ’ m for ORGANIZATION.
statement organization	I went to get mine from ORGANIZATION.
statement organization	You must tell the ORGANIZATION about it.
statement organization	I purchased mine from ORGANIZATION.
statement organization	I ’ m just going to stay at ORGANIZATION.
statement organization	Someone called ORGANIZATION.
statement organization	It ’ s a letter from ORGANIZATION.
statement organization	It ’ s from ORGANIZATION.
statement organization	Yes, as a representative of ORGANIZATION.I hope to conclude some business with you.
statement organization	I transferred here from ORGANIZATION.
statement organization	I work for ORGANIZATION.
statement organization	Yes, and turn right at the ORGANIZATION.
statement organization	I have been accepted by ORGANIZATION on PhD.
statement organization	Yes, and turn right at the ORGANIZATION.
statement organization	ORGANIZATION.
statement organization	This pair is ORGANIZATION, right?
statement organization	I got it from ORGANIZATION.
statement organization	I am going to register at ORGANIZATION next month.
statement organization	I was at ORGANIZATION before.
statement organization	I went to ORGANIZATION.
statement organization	I bought mine from ORGANIZATION.
statement organization	I ’ ll just have to wait for ORGANIZATION.
statement organization	I got it from ORGANIZATION.
statement organization	It ’ s called ORGANIZATION.
statement organization	At ORGANIZATION.
statement organization	Take me to ORGANIZATION.
statement organization	I'm attending ORGANIZATION right now.
statement organization	I went to ORGANIZATION.
statement organization	I have a ORGANIZATION certificate.
statement organization	I found mine at ORGANIZATION.
statement organization	But I don't know how to work the ORGANIZATION Words.
statement organization	I finally begin to get to know ORGANIZATION.
statement organization	ORGANIZATION Investments.
statement organization	I transferred from ORGANIZATION.
statement organization	I ’ m calling from ORGANIZATION.
statement person	It isn't PERSON.
statement person	PERSON.
statement person	You know, PERSON is my best friend and he asked me to be his best man.
statement person	Tell you what, I'll be calling PERSON late this week anyway, so I'll mention it to him then.
statement person	I remembered PERSON is always out of tune.
statement person	PERSON is one of them.
statement person	PERSON.
statement person	Here's my PERSON.
statement person	PERSON.
statement person	I want to, but PERSON doesn't.
statement person	Motivate PERSON to cooperate by rewarding his good behavior.
statement person	Well, I heard PERSON has been fired.
statement person	PERSON?
statement person	That's PERSON.
statement person	PERSON.
statement person	PERSON, Room 1201.
statement person	I voted for PERSON.
statement person	It was PERSON.
statement person	We maintain a curfew for PERSON because she's just 16.
statement person	I've never met PERSON.
statement person	Hi, I'm PERSON.
statement person	PERSON.
statement person	PERSON, 23, March 30,1982.
statement person	PERSON always tries to stay fit and healthy.
statement person	it was written by PERSON.
statement person	PERSON?
statement person	PERSON, Room 1202.
statement person	She married PERSON.
statement person	The problem with PERSON is that she's too shy to tell him.
statement person	But you have had PERSON already?
statement person	I am PERSON.
statement person	Wonderful, PERSON is taking the lead.
statement person	Someone told PERSON off.
statement person	This is PERSON.
statement person	Someone told PERSON off.
statement person	What, from PERSON?
statement person	Home run by PERSON!
statement person	PERSON.
statement person	PERSON.
statement person	this is PERSON.
statement person	I had PERSON.
statement person	I'm PERSON.
statement person	Here comes PERSON, though.
statement person	It should be under PERSON.
statement person	I am supposed to go to PERSON.
statement person	PERSON?
statement person	In 1639, it was renamed after its major benefactor PERSON.
statement person	I didn ’ t bring PERSON with me today.
statement person	I voted for PERSON, of course!
statement person	Home run by PERSON!
statement person	Yes, PERSON in Room 713.
statement person	Tell you what, I ’ ll be calling PERSON late this week anyway, so I ’ ll mention it to him then.
statement person	I already told you, because PERSON is in it.
statement person	PERSON always tries to stay fit and healthy.
statement person	PERSON.
statement person	Yes, PERSON.
statement person	I also expect PERSON to tidy up her own room.
statement person	The company's performance has improved since PERSON became president.
statement person	A lot of people compare you to PERSON.
statement person	So are PERSON and many others.
statement person	Nice to meet you, I'm PERSON.
statement person	it ’ s about PERSON.
statement person	You should speed up, because the story of PERSON can give you a better understanding about what you learned today.
statement person	PERSON is one of them.
statement person	I'll go back home with PERSON.
statement person	PERSON.
statement person	You mean the one starring PERSON?
statement person	Oh, sorry, PERSON.
statement person	This is PERSON.
statement person	Yes, it is PERSON.
statement person	I wasn ’ t serious, because PERSON got elected.
statement person	Hi, I ’ m PERSON.
statement person	PERSON.
statement person	I'm PERSON.
statement person	I'll speak to PERSON, he'll be able to help us.
statement person	Yes, PERSON said that he could come back to work ASAP.
statement person	Oh, PERSON.
statement person	It was written by PERSON.
statement person	Well, PERSON lives next door to us.
statement person	They work for PERSON now.
statement person	Yeah, PERSON moved in last week.
statement person	it's PERSON.
statement person	These are called All Star PERSON.
statement person	It's PERSON.
statement person	Sorry, sir, but I recommend you PERSON.
statement person	This is PERSON.
statement person	And if we don't need them, we won't need PERSON, either.
statement person	PERSON.
statement person	Here comes PERSON, though.
statement person	It's PERSON.
statement person	It's for PERSON.
statement person	I know PERSON
statement person	He's dancing with PERSON!
statement person	Motivate PERSON to cooperate by rewarding his good behavior.
statement person	It ’ s about PERSON.
statement person	Yes, it's PERSON.
statement person	Oh, PERSON is very easy-going and friendly.
statement person	I'll wait right here for you PERSON.
statement person	PERSON.
statement person	Yes, this is PERSON.
statement person	Uh, A... you know I'm friends with PERSON.
statement person	PERSON.
statement person	Yes, it's PERSON.
statement person	PERSON.
statement person	( PERSON starts to run and then he seems to remember something and returns. )
statement person	PERSON.
statement person	Oh, PERSON.
statement person	OK.Just keep in mind it has to be somebody who can get along with PERSON.
statement person	PERSON, 32, May 23, 1970.
statement position	I voted for our next POSITION.
statement softwareapplication	Actually, I'm already working for SOFTWAREAPPLICATION.
statement sport	After SPORT practice.
statement sport	I often play SPORT with my parents.
statement sport	It ’ s about as complicated as SPORT.
statement sport	I was SPORT on and on excitedly until I realized one thing-I could not stop!
statement sport	Yes, actually I fell SPORT last week and hit my head.
statement sport	Of course even people who don't know anything about SPORT know his name.
statement sport	A great deal of people follow SPORT in my country.
statement sport	We all went SPORT.
statement sport	No, I'm talking about SPORT.
statement sport	But I don't know how to play SPORT.
statement sport	True, but I still have to watch my SPORT.
statement sport	Yes, I often go SPORT.
statement sport	Well, he was playing SPORT with some friends...
statement sport	Then you must know a lot about SPORT.
statement sportteam	So SPORTTEAM is winning?
statement sportteam	SPORTTEAM.
statement sportteam	You can transfer SPORTTEAM.
statement vehicle	the VEHICLE?
statement vehicle	Yeah, it sounds like it usually does when I start the VEHICLE, but nothing else happens.
statement vehicle	I ride my VEHICLE.
statement vehicle	First you have to put the VEHICLE into gear.
statement vehicle	I started driving the VEHICLE a few months ago.
statement vehicle	It's a VEHICLE.
statement vehicle	Yes, I have my own VEHICLE.
statement vehicle	I drove a VEHICLE before, but only once.
statement vehicle	You mean we'll share the VEHICLE?
statement vehicle	Do me a favor, and take a VEHICLE.
statement vehicle	It ’ ll be too late ; you ’ d better take a VEHICLE.
statement vehicle	OK, a VEHICLE will be there by 9:30.
statement vehicle	A VEHICLE it is.
statement vehicle	Our VEHICLE is in the parking lot.
statement vehicle	When you lent me the VEHICLE, it looked brand new, almost anyway.
statement vehicle	I don't want anything except a VEHICLE, thank you.
statement vehicle	If we start now, we can make it by VEHICLE.
statement vehicle	And a company VEHICLE.
statement vehicle	You need to start the VEHICLE now.
statement vehicle	You mean we'll share the VEHICLE?
statement vehicle	We can take the VEHICLE, that will be faster.
statement vehicle	So, you have your own VEHICLE?
statement vehicle	I'm going to go sit in the VEHICLE while I still have the stomach to walk.
statement vehicle	Just a VEHICLE, please.
statement vehicle	No, I think it came out of my pocket when I was in the VEHICLE.
statement vehicle	I can ’ t see anything out of the side mirror on your side of the VEHICLE.
statement vehicle	Oh, there comes the VEHICLE.
statement vehicle	we can take the VEHICLE, that will be faster.
statement vehicle	I'll have a VEHICLE for you momentarily, sir.
statement vehicle	I can ’ t see anything out of the side mirror on your side of the VEHICLE.
statement vehicle	The VEHICLE?
statement vehicle	This is a VEHICLE!
statement vehicle	Now you put the key in the ignition and start the VEHICLE.
statement vehicle	Oh, the VEHICLE is old but still in good condition.
statement vehicle	do me a favor, and take a VEHICLE.
statement vehicle	I'm going to go and get my ID from the VEHICLE right now.
statement vehicle	Next time, I'll look for the VEHICLE myself.
statement vehicle	Start the VEHICLE.
statement vehicle	I took a VEHICLE.
statement vehicle	Instead of walking you can take this VEHICLE to get you there faster.
statement vehicle	I'll call the VEHICLE immediately, sir.
statement vehicle	He had his VEHICLE stolen.
statement vehicle	Instead of walking.you can take this VEHICLE to get you there faster.
statement vehicle	Your VEHICLE is ready.
statement vehicle	My husband takes him in the VEHICLE.
statement vehicle	I had to move it, so that I can get my VEHICLE through.
statement vehicle	Oh, we've just repainted our VEHICLE.
statement vehicle	we're already late, so I think we had better take a VEHICLE.
statement vehicle	No, but I could take the VEHICLE.
statement vehicle	Instead of walking, you can take this VEHICLE to get you there faster.
statement vehicle	Then we drive west on the VEHICLE.
statement vehicle	You can take a VEHICLE.
statement vehicle	Here, I'll take a VEHICLE instead.
statement vehicle	We're already late, so I think we had better take a VEHICLE.
statement vehicle	Then we drive on the VEHICLE.
statement vehicle	We will need to know who will be driving the VEHICLE.
statement vehicle	Then I have to call another VEHICLE, or I'll be late.
statement videoname	At the gate of the VIDEONAME.
statement videoname	Well, did you know he was also the director of The VIDEONAME?
statement videoname	VIDEONAME.
statement videoname	VIDEONAME, sir?
statement videoname	Then it must be a VIDEONAME who did it.
statement videoname	It ’ s called VIDEONAME.
